Game_Id,Abbreviation,Name,Genres,Platforms,Total_Runs,Release_Date
197,bl2,Borderlands 2,First-person shooter,"PlayStation 3, Xbox 360, PlayStation Vita, PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X",458.0,2018-09-08
198,twwhd,The Legend of Zelda: The Wind Waker HD,Action-Adventure,Wii U,393.0,2012-12-18
199,mgs1,Metal Gear Solid,Action,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, PC, Playstation TV, Playstation Classic",484.0,2013-09-20
200,sotn,Castlevania: Symphony of the Night,Action-Adventure,"Sega Saturn, PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, Xbox 360, PlayStation Vita, PlayStation 4, Xbox One",329.0,1998-09-03
201,cv1,Castlevania (NES),Action,"Nintendo Entertainment System, Wii Virtual Console, PlayStation 4, Xbox One, PC, Famicom Disk System, Wii U Virtual Console, NES Classic Mini, Switch, PlayStation 5, MiSTer",404.0,1997-01-01
202,hypixel_duels,Hypixel Duels,Misc,"PC, Macintosh, Linux",778.0,1986-09-26
203,rblx_sr4c,ROBLOX: Speed Run 4 Classic,Parkour,"Xbox One, PC, Android, iOS, Macintosh, Xbox Series X",555.0,2017-01-19
204,doom_unity,Doom (Unity Ports),First-person shooter,"PlayStation 4, Xbox One, PC, Android, iOS, Switch, PlayStation 5, Xbox Series X, Xbox Series S",501.0,2014-10-20
205,2048,2048,Puzzle,"PC, Android, iOS, Windows Phone, Web",368.0,2019-07-26
206,ssbb,Super Smash Bros. Brawl,Brawler,"Wii U, Wii",574.0,2014-03-09
207,ffx,Final Fantasy X,RPG,"PlayStation 2, PlayStation 3, PlayStation Vita, PlayStation 4, Xbox One, PC, Switch, PlayStation 4 Pro, PlayStation 5, Xbox Series X, Xbox Series S",410.0,2008-01-31
208,thewitness,The Witness,Puzzle,"PlayStation 4, Xbox One, PC, iOS, Macintosh",374.0,2001-07-19
209,pvzgw2,Plants vs. Zombies: Garden Warfare 2,Action,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",611.0,2016-01-26
210,wii_party,Wii Party,Misc,"Wii U, Wii",736.0,2016-02-23
211,bt,Banjo-Tooie,3D Platformer,"Nintendo 64, Xbox 360, Xbox One, Xbox Series X",337.0,2010-07-08
212,lhp1_4,LEGO Harry Potter: Years 1-4,Action-Adventure,"Wii U, PlayStation 3, Xbox 360, PC, Wii, PS5 for backward compatible games",301.0,2000-11-19
213,valorant,Valorant,First-person shooter,PC,738.0,2010-06-25
214,knidl,Kirby: Nightmare in Dream Land,2D Platformer,"Game Boy Advance, Nintendo DS, Wii U Virtual Console, Game Boy Player",322.0,2020-06-02
215,supermonkeyball,Super Monkey Ball,Puzzle,"GameCube, Wii",541.0,2002-10-25
216,ff7,Final Fantasy VII,RPG,"PlayStation 2, PlayStation, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Playstation TV, Switch, PlayStation 5",393.0,2001-09-14
217,tetris_web,Tetris (Web),Puzzle,"PC, Android, iOS, Web",696.0,1997-01-01
218,hp2pc,Harry Potter and the Chamber of Secrets (PC),Action-Adventure,PC,243.0,2016-11-20
219,ovo,OvO,2D Platformer,"Android, iOS, Web",456.0,2002-01-03
220,thsc,The Henry Stickmin Collection,Puzzle,PC,446.0,2018-09-01
221,ssbm,Super Smash Bros. Melee,Brawler,"GameCube, Wii",601.0,2020-08-07
222,helltaker,Helltaker,Puzzle,PC,568.0,2001-11-21
223,mp,Metroid Prime,Action-Adventure,GameCube,268.0,2020-05-11
224,sonic_mania,Sonic Mania,2D Platformer,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",390.0,2002-11-17
225,rehydrated,SpongeBob SquarePants: Battle for Bikini Bottom – Rehydrated,3D Platformer,"PlayStation 4, Xbox One, PC, Android, iOS, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, Google Stadia, PlayStation 5, Xbox Series X, Xbox Series S",415.0,2017-08-15
226,smm2,Super Mario Maker 2,2D Platformer,Switch,567.0,2020-06-23
227,khbbsfmhd,Kingdom Hearts: Birth by Sleep Final Mix HD,RPG,"PlayStation 3, PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X",398.0,2019-06-28
228,ksa,Kirby: Star Allies,2D Platformer,Switch,340.0,2014-10-02
229,n100f,Scooby-Doo! Night of 100 Frights,3D Platformer,"GameCube, PlayStation 2, Xbox, backwards-compatible PlayStation 3",201.0,2018-03-16
230,tetris_attack,Tetris Attack,Puzzle,"Super Nintendo, Wii Virtual Console, Nintendo 3DS Virtual Console, Wii U Virtual Console, New Nintendo 3DS Virtual Console, Switch, Satellaview, SNES Classic Mini",363.0,2002-05-20
231,splatoon1,Splatoon,Action,Wii U,291.0,1996-08-05
232,wow,World of Warcraft,RPG,PC,627.0,2015-05-30
233,google_quick_draw,Google Quick Draw,Misc,"PC, Android, iOS, Web",572.0,2004-11-23
234,cm2_dwf,Cooking Mama 2: Dinner With Friends,Misc,"Nintendo DS, Nintendo 3DS, New Nintendo 3DS",362.0,2016-11-17
235,metroid_nes,Metroid (NES),Action-Adventure,"Nintendo Entertainment System, GameCube, Wii Virtual Console, Game Boy Advance, Nintendo 3DS Virtual Console, Wii U Virtual Console, NES Classic Mini, Switch",244.0,2007-11-13
236,wbwwb,We Become What We Behold,Misc,"PC, Web, Macintosh",548.0,1986-08-06
237,dt,DuckTales (NES),2D Platformer,"Nintendo Entertainment System, NES Classic Mini",327.0,2016-10-18
238,sor2,Streets of Rage 2,Brawler,"Sega Genesis, PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Wii, Switch",393.0,1989-09-14
239,scv4,Super Castlevania IV,Action ,"Super Nintendo, Wii Virtual Console, SNES Classic Mini",204.0,1992-12-20
240,lm3,Luigi's Mansion 3,Action-Adventure,Switch,337.0,1991-10-31
241,gtao,Grand Theft Auto Online,Sandbox,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X, Xbox Series S",543.0,2019-10-31
242,pokemon_puzzle_league,Pokémon Puzzle League,Puzzle,"Nintendo 64, Wii Virtual Console",378.0,2013-09-17
243,fallout_nv,Fallout: New Vegas,RPG,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC",242.0,2000-09-25
244,tww,The Legend of Zelda: The Wind Waker,Action-Adventure,GameCube,352.0,2010-10-19
245,thug1,Tony Hawk's Underground,Sports,"GameCube, PlayStation 2, Xbox 360, Xbox, PC",254.0,2002-12-13
246,mcplayhd,McPlayHD,Misc,"PC, Macintosh, Linux",412.0,2003-10-28
247,dkc3,Donkey Kong Country 3: Dixie Kong's Double Trouble!,2D Platformer,"Super Nintendo, Wii Virtual Console, Wii U Virtual Console, New Nintendo 3DS Virtual Console, SNES Classic Mini, Switch Virtual Console",390.0,2015-09-13
248,pbp,Penumbra: Black Plague,Horror,"PC, Macintosh, Linux",280.0,1996-11-22
249,tssm,The SpongeBob SquarePants Movie,3D Platformer,"GameCube, PlayStation 2, Xbox 360, Xbox, Wii, PSN Download, backwards-compatible PlayStation 3",223.0,2008-02-12
250,pkmnsnap,Pokémon Snap,Misc,"Nintendo 64, Wii Virtual Console, Wii U Virtual Console",283.0,2004-10-27
251,re5,Resident Evil 5,Horror,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",489.0,1999-03-21
252,crash1,Crash Bandicoot,3D Platformer,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV",265.0,2009-03-05
253,tmc,The Legend of Zelda: The Minish Cap,Action-Adventure,"Game Boy Advance, Nintendo 3DS Virtual Console, Wii U Virtual Console, Game Boy Interface",227.0,1996-09-09
254,ctrnf,Crash Team Racing: Nitro-Fueled,Racing,"PlayStation 4, Xbox One, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",303.0,2004-11-04
255,dragster,Dragster,Racing,"Atari 2600, Atari 7800",397.0,2019-06-21
256,clustertruck,Clustertruck,Parkour,"PlayStation 4, Xbox One, PC, Switch",312.0,1980-01-01
257,rac3,Ratchet & Clank: Up Your Arsenal,Action,"PlayStation 2, PlayStation 3, PlayStation Vita, backwards-compatible PlayStation 3",173.0,2016-09-27
258,geometry_dash_world,Geometry Dash World,2D Platformer,"Android, iOS",510.0,2004-11-02
259,talos_principle,The Talos Principle,Puzzle,"PlayStation 4, Xbox One, PC, Android, iOS, Macintosh, Linux, Switch",274.0,2016-12-21
260,coc,Clash of Clans,Strategy,"PC, Android, iOS",395.0,2014-12-11
261,outer_wilds,Outer Wilds,Action-Adventure,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",347.0,2012-01-01
262,hypixel_ag,Hypixel Arcade Games,Misc,"PC, Macintosh, Linux",575.0,2019-05-28
263,sf64,Star Fox 64,Action,"Nintendo 64, Wii Virtual Console, Wii U Virtual Console, iQue Player, Switch Virtual Console",362.0,2014-05-27
264,wii_play,Wii Play,Misc,"Wii U, Wii",446.0,1997-04-27
265,momo4,Momodora: Reverie Under the Moonlight,2D Platformer,"PlayStation 4, Xbox One, PC, Switch",302.0,2007-02-12
266,dyinglight,Dying Light,Horror,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",365.0,2016-03-04
267,nsmbudx,New Super Mario Bros. U Deluxe,2D Platformer,Switch,384.0,2015-01-26
268,ff7r,Final Fantasy VII Remake,RPG,"PlayStation 4, PC, PlayStation 4 Pro, PlayStation 5",313.0,2019-01-11
269,mc_dmce,Minecraft: Datapack & Modded CE,Sandbox,PC,395.0,2020-03-02
270,apex_legends,Apex Legends,First-person shooter,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",511.0,2020-12-15
271,bo4zombies,Call of Duty: Black Ops IIII Zombies,First-person shooter,"PlayStation 4, Xbox One, PC",651.0,2019-02-04
272,tlou,The Last of Us,Action,"PlayStation 3, PlayStation 4, PlayStation 4 Pro, PlayStation 5",204.0,2018-10-12
273,ai,Alien: Isolation,Horror,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Android, iOS, Macintosh, Linux, Switch, PlayStation 5, Xbox Series X",264.0,2013-06-14
274,scpsl,SCP Secret Laboratory,Horror,PC,399.0,2014-10-07
275,granny_pc,Granny (PC),Horror,PC,303.0,2017-12-29
276,sonicr,Sonic R,Racing,"GameCube, Sega Saturn, PlayStation 2, PC",302.0,2018-11-20
277,deadcells,Dead Cells,Roguelike,"PlayStation 4, Xbox One, PC, Android, iOS, Switch",219.0,1997-11-18
278,aoh2,Age of History 2,Strategy,"PC, Android, iOS, Macintosh, Linux",582.0,2017-05-10
279,gw2,Guild Wars 2,RPG,PC,727.0,2018-11-21
280,mce,Minecraft: Legacy Console Edition,Sandbox,"Wii U, PlayStation 3, Xbox 360, PlayStation Vita, PlayStation 4, Xbox One, Switch, PlayStation 5, Xbox Series X",356.0,2012-08-28
281,titan_souls,Titan Souls,Action-Adventure,"PlayStation Vita, PlayStation 4, PC, Nvidia Shield",336.0,2012-05-09
282,dustforce_dx,Dustforce DX,2D Platformer,PC,233.0,2015-04-14
283,oblivion,The Elder Scrolls IV: Oblivion,RPG,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Xbox Series X",246.0,2014-01-01
284,ssbu,Super Smash Bros. Ultimate,Brawler,"Switch, Nintendo Switch Lite",480.0,2006-03-20
285,sh1,Silent Hill,Horror,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV",258.0,2018-12-07
286,jak2,Jak II,3D Platformer,"PlayStation 2, PlayStation 3, PlayStation Vita, PlayStation 4, PlayStation 5, backwards-compatible PlayStation 3",191.0,1999-01-31
287,plague_inc,Plague Inc.,Strategy,"Android, iOS",501.0,2003-10-14
288,pringles,Pringles,2D Platformer,Sega Genesis,454.0,2012-05-26
289,ash,A Short Hike,Misc,"PlayStation 4, Xbox One, PC, Macintosh, Linux, Switch, PlayStation 5, Xbox Series X, Xbox Series S",281.0,2009-10-12
290,jsrf,Jet Set Radio Future,Action,"Xbox 360, Xbox",193.0,2019-04-05
291,sm3dw,Super Mario 3D World,3D Platformer,Wii U,286.0,2002-02-22
292,antichamber,Antichamber,Puzzle,PC,439.0,2013-11-21
293,ff4,Final Fantasy IV,RPG,"Super Nintendo, Game Boy Advance, Nintendo DS, PlayStation 2, PlayStation, PlayStation Portable, PC, iOS",300.0,2013-01-31
294,ror2,Risk of Rain 2,Roguelike,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X",355.0,1991-01-01
295,skyrim,The Elder Scrolls V: Skyrim,RPG,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X, Xbox Series S",325.0,2019-03-28
296,agario,Agar.io,Misc,"Android, iOS, Web",466.0,2011-11-11
297,lozss,The Legend of Zelda: Skyward Sword,Action-Adventure,"Wii, Wii U Virtual Console",190.0,2015-04-28
298,drmariones,Dr. Mario (NES),Puzzle,"Nintendo Entertainment System, Game Boy Advance, Wii U Virtual Console, NES Classic Mini, Switch",232.0,2011-11-18
299,donkey_kong,Donkey Kong (NES),2D Platformer,"Nintendo Entertainment System, Wii Virtual Console, Nintendo 3DS, Famicom Disk System, Wii U Virtual Console, NES Classic Mini, Switch",389.0,1990-07-27
300,pikmin2,Pikmin 2,Strategy,GameCube,142.0,1983-07-15
301,little_nightmares,Little Nightmares,Horror,"PlayStation 4, Xbox One, PC, Switch, PlayStation 4 Pro, Google Stadia, PlayStation 5, Xbox Series X, Xbox Series S",306.0,2004-04-29
302,sml2,Super Mario Land 2: 6 Golden Coins,2D Platformer,"Nintendo 3DS Virtual Console, Super Game Boy, Game Boy Player, Super Game Boy 2, Game Boy",219.0,2017-04-27
303,timberman,Timberman,Misc,"Nintendo 3DS, Arcade, PlayStation 4, Xbox One, PC, Android, iOS, Web, New Nintendo 3DS, Macintosh, Linux, Switch, PlayStation 5, Xbox Series X, Xbox Series S",501.0,1992-10-21
304,mw2,Call of Duty: Modern Warfare 2,First-person shooter,"PlayStation 3, Xbox 360, PC",338.0,2015-09-18
305,batim,Bendy And The Ink Machine,Horror,"PlayStation 4, Xbox One, PC, Android, iOS, Switch, Xbox Series X, Xbox Series S",360.0,2009-11-10
306,wawzombies,Call of Duty: World at War Zombies,First-person shooter,"PlayStation 3, Xbox 360, Xbox One, PC",562.0,2017-02-10
307,hl2,Half-Life 2,First-person shooter,PC,193.0,2008-11-11
308,dishonored_2,Dishonored 2,Action,"PlayStation 4, Xbox One, PC",258.0,2004-11-16
309,lb,LEGO Batman: The Videogame,Action-Adventure,"Wii U, PlayStation 2, PlayStation 3, PlayStation Portable, Xbox 360, PlayStation 4, Xbox One, PC, Wii, Xbox Series X",212.0,2016-11-11
310,pkmnswordshield,Pokémon Sword/Shield,RPG,Switch,342.0,2008-09-23
311,jak3,Jak 3,3D Platformer,"PlayStation 2, PlayStation 3, PlayStation Vita, PlayStation 4, PlayStation 5, backwards-compatible PlayStation 3",214.0,2019-11-15
312,ssbwiiu,Super Smash Bros. for Wii U,Brawler,Wii U,457.0,2004-11-09
313,las,The Legend of Zelda: Link's Awakening (2019),Action-Adventure,Switch,215.0,2014-11-21
314,brawlhalla,Brawlhalla,Brawler,"PlayStation 4, Xbox One, PC, Android, iOS, Macintosh, Switch",371.0,2019-09-20
315,ssb3ds,Super Smash Bros. for 3DS,Brawler,"Nintendo 3DS, New Nintendo 3DS",403.0,2015-01-01
316,sonic06,Sonic the Hedgehog (2006),3D Platformer,"PlayStation 3, Xbox 360",245.0,2014-09-14
317,spm,Super Paper Mario,RPG,"Wii U, Wii",174.0,2006-11-14
318,ff1,Final Fantasy,RPG,"Wii Virtual Console, Game Boy Advance, Nintendo 3DS, PlayStation, PlayStation Portable, PC, Windows Phone, WonderSwan, MSX2, Wii U Virtual Console",272.0,2007-04-09
319,hoi4,Hearts of Iron IV,Strategy,PC,410.0,1987-12-18
320,kar,Kirby Air Ride,Racing,"GameCube, Wii",263.0,2016-06-06
321,ori_wotw,Ori and the Will of the Wisps,Action-Adventure,"Xbox One, PC, Switch",232.0,2003-07-11
322,pkmnletsgo,Pokémon Let's Go Pikachu/Eevee,RPG,Switch,243.0,2020-03-11
323,cod4,Call of Duty 4: Modern Warfare,First-person shooter,"PlayStation 3, Xbox 360, Xbox One, PC, Wii",360.0,2018-11-16
324,blops3,Call of Duty: Black Ops III,First-person shooter,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC",303.0,2007-11-05
325,ttyd,Paper Mario: The Thousand-Year Door,RPG,GameCube,179.0,2015-11-06
326,huniepop,HuniePop,Puzzle,PC,303.0,2004-07-22
327,sonicheroes,Sonic Heroes,3D Platformer,"GameCube, PlayStation 2, PlayStation 3, Xbox",193.0,2015-01-19
328,d3_ros,Diablo III: Reaper of Souls,Action,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Switch",408.0,2003-12-30
329,crash4,Crash Bandicoot 4: It's About Time,3D Platformer,"PlayStation 4, Xbox One, PC, Switch, Xbox One X, PlayStation 4 Pro, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S, PS5 for backward compatible games",202.0,2014-03-25
330,arkhamasylum,Batman: Arkham Asylum,Action-Adventure,"PlayStation 3, Xbox 360, PlayStation 4, Xbox One, PC, Xbox One X, Playstation Now, Xbox One S, PlayStation 5, Xbox Series X, Xbox Series S",237.0,2020-10-02
331,gbt,Grey-Box Testing,Puzzle,"PC, Web",275.0,2009-08-25
332,arkhamknight,Batman: Arkham Knight,Action-Adventure,"PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X, Xbox Series S",288.0,2020-01-20
333,mss,Mario Super Sluggers,Sports,"Wii, Wii U Virtual Console",307.0,2015-06-23
334,roblox_cool_obby_2,ROBLOX: Cool Obby 2,Misc,"Xbox One, PC, Android, iOS, Macintosh",302.0,2008-06-19
335,smm,Super Mario Maker,2D Platformer,Wii U,423.0,2008-10-18
336,sh2,Silent Hill 2,Horror,"PlayStation 2, PlayStation 3, Xbox 360, Xbox, Xbox One, PC, Playstation Now",233.0,2015-09-10
337,ff9,Final Fantasy IX,RPG,"PlayStation 2, PlayStation, PlayStation 3, PlayStation 4, Xbox One, PC, Playstation TV, Switch, PlayStation 5",288.0,2001-09-24
338,crashbash,Crash Bash,Misc,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Portable, PlayStation Vita, Playstation TV",308.0,2000-01-01
339,bscotm,Bloodstained: Curse of the Moon,Action,"Nintendo 3DS, PlayStation Vita, PlayStation 4, Xbox One, PC, Switch",257.0,2000-11-06
340,gow3,God of War III,Action,"PlayStation 3, PlayStation 4, PlayStation 5",199.0,2018-05-24
341,doom1,Ultimate Doom,First-person shooter,PC,299.0,2010-03-16
342,hzd,Horizon Zero Dawn,Action,"PlayStation 4, PC, PlayStation 5",156.0,1993-12-10
343,mgtt,Mario Golf: Toadstool Tour,Sports,"GameCube, Wii",201.0,2017-02-28
344,teenage_mutant_ninja_turtles_iv_turtles_in_time,Teenage Mutant Ninja Turtles IV: Turtles in Time,Brawler,Super Nintendo,210.0,2003-07-29
345,spore,Spore,Strategy,PC,324.0,1991-01-01
346,mwr,Call of Duty: Modern Warfare Remastered,First-person shooter,"PlayStation 4, Xbox One, PC, PlayStation 5, Xbox Series X, Xbox Series S",394.0,2008-09-04
347,bastion,Bastion,Action-Adventure,"Xbox 360, PlayStation Vita, PlayStation 4, Xbox One, PC, iOS, Switch",253.0,2016-11-04
348,aos,Castlevania: Aria of Sorrow,Action,"Game Boy Advance, PlayStation 4, Xbox One, PC, Wii U Virtual Console, Game Boy Player, Game Boy Interface, Switch, PlayStation 5, Xbox Series X, Xbox Series S",209.0,2011-07-20
349,psychonauts,Psychonauts,3D Platformer,"PlayStation 2, PlayStation 3, Xbox 360, Xbox, PlayStation 4, Xbox One, PC, Xbox Series X, Xbox Series S",182.0,2003-05-06
350,kss,Kirby Super Star,2D Platformer,"Super Nintendo, Wii Virtual Console, Wii U, Wii, Wii U Virtual Console, SNES Classic Mini, Switch Virtual Console",185.0,2005-04-19
351,limbo,Limbo,Puzzle,"PlayStation 3, Xbox 360, PlayStation Vita, PlayStation 4, Xbox One, PC, Android, iOS, Macintosh, Switch, PlayStation 5, Xbox Series X",238.0,1996-03-21
352,nuclear_throne,Nuclear Throne,Roguelike,PC,320.0,2010-01-01
353,geometry_dash_meltdown,Geometry Dash Meltdown,2D Platformer,"Android, iOS",417.0,2015-12-05
354,roblox_saktkia51,ROBLOX: Survive and Kill the Killers in Area 51,Horror,"Xbox One, PC, Android, iOS, Macintosh",234.0,2015-12-19
355,wf,Warframe,Action,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5, Xbox Series X",443.0,2014-04-30
356,nplusplus,N++,2D Platformer,"PlayStation 4, Xbox One, PC, Switch",346.0,2013-03-25
357,battleblock_theater,BattleBlock Theater,2D Platformer,"Xbox 360, Xbox One, PC",256.0,2015-07-28
358,sh3,Silent Hill 3,Horror,"PlayStation 2, PlayStation 3, Xbox 360, PC",251.0,2013-01-01
359,stridernes,Strider (NES),2D Platformer,"Nintendo Entertainment System, Game Boy Advance",270.0,2003-01-01
360,the_last_of_us_part_ii,The Last of Us Part II,Action,"PlayStation 4, PlayStation 5",271.0,1989-01-01
361,ror,Risk of Rain,Roguelike,"PlayStation Vita, PlayStation 4, PC, Switch",276.0,2020-06-19
362,pt2,Piano Tiles 2,Rhythm,"Android, iOS, Windows Phone",379.0,2013-01-01
363,smk,Super Mario Kart,Racing,"Super Nintendo, Wii Virtual Console, Wii U Virtual Console, New Nintendo 3DS Virtual Console, Switch, SNES Classic Mini",299.0,2015-08-19
364,pss,Pencil Sharpening Simulator,Misc,"PC, Web",366.0,1992-08-27
365,ori,Ori and the Blind Forest,Action-Adventure,"Xbox One, PC",139.0,2015-01-01
366,ultrakill,ULTRAKILL,First-person shooter,PC,279.0,2015-03-11
367,hp3pc,Harry Potter and the Prisoner of Azkaban (PC),Action-Adventure,PC,152.0,2019-08-30
368,khbbs02,Kingdom Hearts Birth by Sleep 0.2: A Fragmentary Passage,RPG,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, PlayStation 5, Xbox Series X",262.0,2004-01-01
369,waa,Wubbzy's Amazing Adventure,2D Platformer,Web,197.0,2017-01-12
370,super_smash_tv,Super Smash TV,Action,"Super Nintendo, SNES Classic Mini, MiSTer, Analogue Super Nt",172.0,2006-08-01
371,hld,Hyper Light Drifter,Action-Adventure,"PlayStation 4, Xbox One, PC, iOS, Switch",227.0,1992-02-01
372,hours,ROBLOX: HOURS,Action,"Xbox, PC, Android, iOS, Macintosh",224.0,2016-03-31
373,htrags,How To Rob A Gas Station,Misc,"PC, Web, Macintosh, Linux",474.0,2020-09-25
374,d2016,DOOM,First-person shooter,"PlayStation 4, Xbox One, PC, Switch",176.0,2022-01-20
375,fnaf1,Five Nights at Freddy's,Horror,"PlayStation 4, Xbox One, PC, Android, iOS, Windows Phone, Switch",246.0,2016-05-13
376,iwzombies,Call of Duty: Infinite Warfare Zombies,First-person shooter,"PlayStation 4, Xbox One, PC",436.0,2014-08-08
377,littlemermaidnes,The Little Mermaid,Action-Adventure,Nintendo Entertainment System,250.0,2016-11-03
378,ghostrunner,Ghostrunner,Parkour,"PlayStation 4, Xbox One, PC, Switch",210.0,1991-07-19
379,kh3,Kingdom Hearts III,RPG,"PlayStation 4, Xbox One, PC, Xbox One X, PlayStation 4 Pro, PlayStation 5, Xbox Series X, Xbox Series S",232.0,2020-10-10
380,mhw,Monster Hunter: World (Console),Action,"PlayStation 4, Xbox One, Xbox One X, PlayStation 4 Pro, PlayStation 5, Xbox Series X",411.0,2019-01-25
381,tdd,Amnesia: The Dark Descent,Horror,"PlayStation 4, Xbox One, PC, Macintosh, Linux, Switch",196.0,2018-01-26
382,wsc,Wii Sports Club,Sports,Wii U,324.0,2010-01-01
383,marioparty1,Mario Party,Misc,Nintendo 64,336.0,2013-10-30
384,jka,Star Wars Jedi Knight: Jedi Academy,Action-Adventure,PC,118.0,1998-12-18
385,celeste_classic_2,CELESTE Classic 2,2D Platformer,"PC, Web, PICO-8",273.0,2003-09-17
386,doom_eternal,DOOM Eternal,First-person shooter,"PlayStation 4, Xbox One, PC, Switch, Google Stadia, PlayStation 5, Xbox Series X",196.0,2021-01-25
387,tmnt1,Teenage Mutant Ninja Turtles,Brawler,"Nintendo Entertainment System, Wii Virtual Console",176.0,2020-03-20
388,job_simulator,Job Simulator,Misc,"PlayStation 4, HTC Vive, Oculus VR, Valve Index, Windows Mixed Reality",306.0,1989-05-12
389,s2,Sonic the Hedgehog 2,2D Platformer,"GameCube, Wii Virtual Console, Sega Genesis, Sega Saturn, Nintendo 3DS, PlayStation 2, PlayStation 3, PlayStation Portable, Xbox 360, Xbox, PlayStation 4, Xbox One, PC, Switch",187.0,2016-04-05
390,thug2,Tony Hawk's Underground 2,Sports,"GameCube, PlayStation 2, Xbox 360, Xbox, PC",225.0,1992-11-21
391,pikmin1,Pikmin,Strategy,"GameCube, Wii",150.0,2004-10-04
392,rabiribi,Rabi-Ribi,2D Platformer,"PlayStation Vita, PlayStation 4, PC, Switch",179.0,2001-10-26
393,ae1,Ape Escape,3D Platformer,"PlayStation 2, PlayStation, PlayStation 3, PlayStation Vita, Playstation TV, PSN Download",157.0,2016-01-29
394,rcsim,Cleaning Simulator,Misc,"Xbox One, PC, Android, iOS, Macintosh",308.0,1999-05-31
395,gow,God of War,Action,"PlayStation 2, PlayStation 3, PlayStation Vita",155.0,2017-07-07
396,fallout_3,Fallout 3,RPG,"PlayStation 3, Xbox 360, Xbox One, PC",194.0,2005-03-22
397,lsw,LEGO Star Wars: The Video Game,Action-Adventure,"GameCube, PlayStation 2, Xbox, PC",181.0,2008-10-28
398,gw,Google Whirlybird,Misc,Android,358.0,2005-04-02
399,oot3d,The Legend of Zelda: Ocarina of Time 3D,Action-Adventure,Nintendo 3DS,234.0,2019-09-05
400,marblemadness,Marble Madness (NES),Puzzle,Nintendo Entertainment System,192.0,2011-06-16
401,racps4,Ratchet & Clank (PS4),Action,"PlayStation 4, PlayStation 4 Pro, PS5 for backward compatible games",130.0,1989-01-01
402,jrc,Jump Rope Challenge,Misc,Switch,384.0,2016-04-12
403,ts4,The Sims 4,Strategy,"PlayStation 4, Xbox One, PC, Macintosh",388.0,2020-06-15
404,tein,The End Is Nigh,2D Platformer,"PlayStation 4, PC, Switch",186.0,2014-09-02
405,lufia2,Lufia II: Rise of the Sinistrals,RPG,Super Nintendo,60.0,2017-07-12
406,flow_free,Flow Free,Puzzle,"PC, Android, iOS",14.0,1995-01-01
407,ka,Kirby's Adventure,2D Platformer,"Nintendo Entertainment System, Wii Virtual Console, Wii U, Nintendo 3DS, Wii, Wii U Virtual Console, NES Classic Mini, Switch",200.0,2012-06-07
408,furi,Furi,Action,"PlayStation 4, Xbox One, PC, Switch, PlayStation 5",183.0,1993-03-23
409,pkmnyellow,Pokémon Yellow,RPG,"Game Boy Color, Game Boy Advance, Nintendo 3DS Virtual Console, Game Boy Player, Super Game Boy 2, New Nintendo 3DS Virtual Console, Game Boy Interface",240.0,2016-07-05
410,pmw2,Pac-Man World 2,3D Platformer,"GameCube, PlayStation 2, Xbox, PC",123.0,1998-09-12
411,gi,Genshin Impact,Action-Adventure,"PlayStation 4, PC, Android, iOS, PlayStation 5",293.0,2002-02-24
